transition_id,coname,classification,succ_total,succ_yeardist,pred_total,pred_yeardist,roa_pre,roa_post,tsr_raw,tsr_mktadj
538,BRISTOL-MYERS SQUIBB CO,internal,15640437.0,1.0,27062382.0,0.0,0.0545080371544579,0.0596801572411328,,
2600,NORFOLK SOUTHERN CORP,internal,8425074.0,0.0,13536017.0,0.0,,,1.2318128707727505,0.5647885453380477
7288,NETAPP INC,internal,9514323.0,0.0,8580575.0,0.0,0.0538497118053084,0.067865120731837,1.0009351948874907,0.3339108694527879
2012,KINDER MORGAN INC,internal,287711.0,0.0,,,0.0041896654917869,0.0121991819651859,-0.1809708438076241,-0.847995169242327
1123,DOLLAR GENERAL CORP,internal,8593288.0,0.0,9764152.0,0.0,,,0.7364315394123642,0.0694072139776613
500,BOEING CO,internal,20865820.0,0.0,28861920.0,0.0,0.0420879962876228,0.0576857893398864,,
2614,NISOURCE INC,internal,4334158.0,0.0,8282039.0,0.0,0.0190480986234647,0.0215536523273877,1.7084257690565132,1.0251827271612457
4706,FASTENAL CO,external,,,,,0.2025914064276437,0.1951263237118661,0.3804909490126651,-0.2719894138900787
5336,CISCO SYSTEMS INC,internal,16034571.0,0.0,16488184.0,0.0,0.0794635886590704,0.0692669330440228,0.9887642121669696,0.3114433121840934
4872,DEVON ENERGY CORP,internal,8771358.0,0.0,21611030.0,0.0,-0.0047546507870562,0.0317789906660338,-0.1232967212423878,-0.793961698250969
8921,MOSAIC CO,internal,,,14820237.0,0.0,0.0987112611230438,0.0591506368785761,-0.1723359880582341,-0.8361421628793321
8679,PRINCIPAL FINANCIAL GRP INC,internal,8970708.0,0.0,,,0.0038743194963864,0.0052323169775217,0.541727949577518,-0.1897580116621964
2750,PPG INDUSTRIES INC,internal,12468674.0,0.0,21628081.0,0.0,0.0592643909812318,0.1230967439681424,0.5134918404568674,-0.2559758196243238
3668,UNITED CONTINENTAL HLDGS INC,external,18720548.0,0.0,12762226.0,0.0,-0.019640334673476,0.0277036783240743,1.8256525415711944,1.1078426351026236
7279,WATERS CORP,external,7631015.0,0.0,3626999.0,99.0,,,0.867203534106777,0.1493936276382061
3698,UNION PACIFIC CORP,internal,11643138.0,0.0,28144047.0,0.0,0.0792865617019565,0.0948717948717948,1.339636847273832,0.6067238230676792
7136,CAMERON INTERNATIONAL CORP,internal,,,10264287.0,0.0,0.0673059688116149,,,
7298,CITRIX SYSTEMS INC,external,22273969.0,0.0,7883614.0,0.0,0.0676381730803727,0.0460397288202304,,
2964,PROCTER & GAMBLE CO,internal,,,18286621.0,99.0,0.0813345028885998,0.0807050864375528,0.2837702194229019,-0.2718087265596478
1370,FIFTH THIRD BANCORP,internal,7555081.0,0.0,7427396.0,0.0,0.0129292664118004,0.0106800317300064,,
7758,RALPH LAUREN CORP,external,,,24537936.0,0.0,,0.1270881100556829,-0.1462761875865385,-0.6865294645066103
1715,HP INC,internal,28696267.0,0.0,19612164.0,0.0,,0.0469021912015119,1.1053455194503985,0.5726841365548967
8480,NRG ENERGY INC,internal,8263571.0,0.0,10335269.0,0.0,0.0087015515308831,0.0040751779088863,0.5179470910722168,-0.0364467363173783
2736,OWENS-ILLINOIS INC,internal,6938506.0,0.0,8935196.0,1.0,0.0214003256571295,0.0209103659314037,-0.5217998849525909,-0.8780563055217914
4123,PRICE (T. ROWE) GROUP,internal,,,,,0.1755578073155709,0.2407722884724588,0.2759042751160858,-0.0803521454531146
2124,LEGGETT & PLATT INC,internal,,,8041307.0,99.0,0.0762542628037727,0.0312509965241238,0.3503982351316215,-0.0058581854375789
3238,SHERWIN-WILLIAMS CO,internal,9647808.0,0.0,10896734.0,0.0,0.1012126092888922,0.1519277782154508,1.2335487664667446,0.8772923458975441
8257,F5 NETWORKS INC,external,4792978.0,0.0,2681217.0,0.0,0.1233711445676724,0.1345778427446384,0.7678846995793673,0.4116282790101668
8104,CROWN CASTLE INTL CORP,internal,,,,,0.0042619223246198,0.0178015957174752,0.8217391676249952,0.4533562571224359
7975,QUANTA SERVICES INC,internal,6421510.0,0.0,6188025.0,0.0,,,-0.0367477709025475,-0.4051306814051069
5908,KIMCO REALTY CORP,internal,9039830.0,99.0,7397734.0,99.0,0.0230261952560079,0.0373761114849203,-0.1162537813904333,-0.4846366918929926
1730,HOLLYFRONTIER CORP,internal,,,,,,,,
8758,CME GROUP INC,internal,9748332.0,0.0,4918001.0,0.0,0.0135213139262058,0.0167326312289004,2.0029279677482146,1.6345450572456552
900002,FASTENAL CO,internal,,,,,,,,
406,BAXTER INTERNATIONAL INC,external,5813945.0,0.0,17883684.0,0.0,0.0797653028861401,0.0955314102073609,0.901352167297494,0.5329692567949347
782,CHURCH & DWIGHT INC,internal,6410309.0,0.0,,,0.0976801264956458,0.0941457148100568,1.1784795768257128,0.8100966663231535
8687,ADVANCE AUTO PARTS INC,external,,,,,0.0492012542013308,0.0569327866768538,0.4472888121209124,0.0771701121039876
3320,SOUTHWESTERN ENERGY CO,internal,8687476.0,0.0,635000.0,99.0,0.0874751491053678,-0.5634429878802869,,
4018,TJX COMPANIES INC,internal,,,28692391.0,0.0,0.2116722605330518,0.1982221554613573,0.826544617883074,0.3095944781958033
2286,MCCORMICK & CO INC,internal,9048299.0,0.0,8330147.0,0.0,0.0874216239297031,0.0897911729195546,1.1656358643337774,0.6118465857132618
4580,CELGENE CORP,internal,13115985.0,99.0,,,0.0836154347437442,0.0570390942106387,,
5943,GILEAD SCIENCES INC,internal,,,,,0.0887087468266789,0.3178124506379767,-0.1336313092681637,-0.5949107906912589
3275,SMUCKER (JM) CO,internal,,,7241597.0,1.0,0.0603051827883113,0.0205220661299631,0.3582558614224373,-0.162380308815123
5920,PERRIGO CO PLC,internal,8322228.0,0.0,10707590.0,0.0,0.082800876913564,,-0.6529705495331576,-1.2111705073877386
8205,BOOKING HOLDINGS INC,internal,27774458.0,0.0,15006258.0,0.0,,,0.63899913597805,0.0663915505930543
2673,OCCIDENTAL PETROLEUM CORP,internal,12675860.0,0.0,6794616.0,0.0,0.0850049681033365,-0.1803543044069202,,
311,AVERY DENNISON CORP,internal,9838787.0,99.0,8565339.0,0.0,,,1.550578177807008,0.9984409267335757
9531,WEC ENERGY GROUP INC,internal,,,,,0.0400603744322587,,0.8980370859305364,0.345899834857104
1073,DELTA AIR LINES INC,internal,13205703.0,0.0,15842450.0,0.0,0.2022877322278519,0.0851808634772462,0.6817623684108662,0.1308304883740154
2609,EVERSOURCE ENERGY,internal,9045607.0,0.0,9684836.0,0.0,0.0266872451928752,0.0276416940063936,0.8207127203608933,0.2577571532258174
6129,EXPRESS SCRIPTS HOLDING CO,internal,,,14835587.0,0.0,0.0343192249801389,0.0478578565230583,,
9205,TERADATA CORP,external,10604646.0,0.0,6372683.0,0.0,0.1203703703703703,-0.0886862826357231,-0.1179636309381785,-0.6809191980732544
192,AMETEK INC,internal,7784073.0,0.0,,,0.0805173616480892,0.0832116782153356,0.7070187725956472,0.1440632054605712
107,SKYWORKS SOLUTIONS INC,internal,8701858.0,0.0,10158055.0,0.0,0.0935167126235792,0.207060227213778,1.0561029120488263,0.5368980691659602
1220,EATON CORP PLC,internal,15178141.0,0.0,15649592.0,0.0,,,0.2002024588276501,-0.2294614322867227
4973,STAPLES INC,internal,,,,,,,,
9132,FIRST SOLAR INC,internal,,,4527719.0,0.0,0.0521824832082054,0.0869539860687465,-0.0757106309915336,-0.5764325049943797
960,CMS ENERGY CORP,internal,6862295.0,99.0,,,,,0.3016528054876064,-0.2005516817774146
2023,KANSAS CITY SOUTHERN,internal,,,7900510.0,0.0,0.044054962138308,0.054834136660051,,
3084,ROCKWELL AUTOMATION,internal,6278528.0,0.0,8608468.0,0.0,0.129401498819423,0.1292176058207254,0.4565063966497749,-0.0456980906152462
8505,ILLUMINA INC,internal,,,9217607.0,0.0,0.0375214094932387,0.1252711496746203,1.1221073806215085,0.6100046955190859
3365,STANLEY BLACK & DECKER INC,internal,16211415.0,0.0,,,0.029652073467956,0.0618332801022037,0.9094171356884186,0.3657147862584187
9043,VIACOM INC,internal,20315158.0,0.0,93021795.0,1.0,0.1039180804443094,0.0853918606717611,,
7707,CARMAX INC,internal,6538392.0,0.0,11696098.0,0.0,0.0370955988716987,0.0413113192743717,0.6052428115788853,0.1436790352248045
1609,GRAINGER (W W) INC,internal,6966359.0,0.0,7527587.0,0.0,0.1513456814691375,0.1312782798188043,0.2289438605565832,-0.2326199157974975
2994,PULTEGROUP INC,internal,5771847.0,0.0,7927490.0,0.0,0.2999854708126487,0.0537673490538996,1.008169654321308,0.519960623872586
7527,E TRADE FINANCIAL CORP,internal,,,,,,,,
7554,ENDO INTERNATIONAL PLC,external,,,,,,,,
9126,HANESBRANDS INC,internal,9581985.0,0.0,11943657.0,0.0,0.0634565577734926,0.061879552354238,,
1755,HORMEL FOODS CORP,internal,6353255.0,1.0,,,0.1070430929965743,0.1117437922965632,0.666098137764298,0.1609025355255671
4778,WASTE MANAGEMENT INC,internal,,,,,,0.0369715716600383,1.538931645901596,1.0254540766381204
4735,PIONEER NATURAL RESOURCES CO,internal,10934244.0,0.0,13122449.0,0.0,-0.0562076598028036,-0.0165866699070417,,
9272,VISA INC,external,19493946.0,1.0,11841368.0,0.0,0.12911924084109,0.0988209572889825,1.959801096997524,1.4301824716201856
7348,ALEXION PHARMACEUTICALS INC,external,551780.0,99.0,20570703.0,99.0,0.060184980254462,0.0108953996363169,,
1320,EXXON MOBIL CORP,internal,,,,,0.0939424696085442,0.0479572868350566,-0.0882953476503384,-0.6574731525640763
8763,NASDAQ INC,internal,14460580.0,0.0,,,0.0306455464459126,0.036084647162971,1.45046228180352,0.8812844768897821
3659,TYSON FOODS INC -CL A,internal,,,,,0.0638909419397224,0.0531150681353128,1.42850445160304,0.8593266466893021
8890,EXTRA SPACE STORAGE INC,external,,,3232797.0,0.0,0.0392689435180889,0.0267186692248661,1.1247248318294925,0.5555470269157545
4000,XEROX CORP,internal,,,,,,,,
2140,LILLY (ELI) & CO,internal,,,,,0.1290308365190759,0.0620627275749306,1.1581944974756686,0.5890166925619307
3788,VF CORP,internal,13736655.0,0.0,13155197.0,0.0,0.1189975218498774,0.1264561769254772,0.5894996348900394,0.0203218299763014
8255,REYNOLDS AMERICAN INC,internal,,,,,0.028214971209213,,,
698,CATERPILLAR INC,internal,14035209.0,0.0,15468856.0,0.0,,,0.8805320083010519,0.3108205585182602
1295,EQT CORP,internal,,,,,0.0321523598019933,0.0060940148704523,-0.7372462146493592,-1.306957664432151
1362,MACY'S INC,internal,,,,,0.0741640746500777,0.0540023172636139,-0.6676088833307237,-1.2373203331135154
2242,HOST HOTELS & RESORTS INC,internal,,,,,0.0628002745367192,0.0489130434782608,-0.0153333119084122,-0.585044761691204
5820,BIOGEN INC,external,,,16874386.0,1.0,0.1504655264345187,0.1565493856912136,-0.1308829780122965,-0.751907567444264
4598,TIFFANY & CO,external,,,,,0.0945407685098406,0.0815822680638613,,
302,AUTODESK INC,internal,,,,,0.0466016253538912,-0.0688814322335924,2.6102196364834347,1.984360965223272
2270,MATTEL INC,external,,,,,0.076337120702638,0.050471604681787,-0.4136499761273237,-1.0395086473874868
1708,HERSHEY CO,internal,,,12679576.0,0.0,0.1584680404859617,0.1296506165410393,0.5840003517867658,0.1887825975799204
617,CSX CORP,external,13770601.0,0.0,13580104.0,0.0,0.0554612174413584,0.0479588125017487,1.2402816873803904,0.8052276124823572
102,HONEYWELL INTERNATIONAL INC,internal,19246604.0,0.0,21261501.0,0.0,0.0932652746914259,0.0881867829784114,0.4695918340063942,0.2197235034115248
1197,FLOWSERVE CORP,external,8702469.0,0.0,,,0.1059664162676196,0.0281285126131814,-0.5654750090005156,-0.8153433395953851
8258,F5 NETWORKS INC,external,,,4792978.0,0.0,0.1345778427446384,0.1477313244678252,-0.0671857271385131,-0.2666381060306827
6146,STARBUCKS CORP,internal,13382480.0,0.0,,,0.1665633079097637,0.1968698689956332,0.5027607506756842,0.306651051559726
6466,ARCONIC INC,external,,,,,,,,
850,COCA-COLA CO,internal,16384123.0,0.0,16028941.0,99.0,0.0788701720076447,0.0742582142532083,0.3680180277473721,-0.0284892620775907
7759,RALPH LAUREN CORP,external,23792036.0,0.0,,,0.1270881100556829,0.0701344656758669,-0.3937900760324329,-0.7364468777485007
2373,MICRON TECHNOLOGY INC,external,16944751.0,1.0,,,0.1261235140620469,-0.0078107312655648,0.7141279319176175,0.3295998313456678
166,AMERICAN INTERNATIONAL GROUP,external,,,9576535.0,0.0,0.0151537108376506,-0.0017037894766416,-0.5235203417135876,-0.8683413631976393
1455,FORD MOTOR CO,internal,,,22102498.0,0.0,,,,
8815,LKQ CORP,internal,,,,,0.0696744311589723,0.0558790654059959,-0.0468589414352325,-0.4884779394844012
1498,TEGNA INC,internal,,,11016789.0,0.0,0.1248737649539299,0.0880062231528289,,
1644,HALLIBURTON CO,internal,16999898.0,0.0,20560157.0,2.0,0.0947431108223702,-0.2297388877815427,-0.7119475267601558,-1.158974376182664
6237,PATTERSON COMPANIES INC,external,,,,,0.0681137887199991,0.0533605023841811,,
1532,GENERAL MILLS INC,internal,7973615.0,0.0,,,0.0835654085745694,0.0778174082869534,0.3382750189414973,-0.1087518304810108
6534,FLIR SYSTEMS INC,external,7959846.0,0.0,5737770.0,0.0,0.0832201628989361,0.059296960241649,,
1559,GENUINE PARTS CO,internal,5300329.0,0.0,9225845.0,0.0,0.1044923793102485,0.077571844594442,0.1284465694881567,-0.3742798375559717
7299,CITRIX SYSTEMS INC,internal,19258102.0,0.0,22273969.0,0.0,0.0460397288202304,0.0921126783794854,,
4371,CERNER CORP,external,,,,,0.0944686284606356,0.0983851294210465,,
8648,ZIMMER BIOMET HOLDINGS INC,external,9710434.0,0.0,11492363.0,0.0,0.0265200326944176,0.0117590528177135,0.156665706530249,-0.3603089033575621
1524,GENERAL ELECTRIC CO,internal,16643290.0,0.0,,,0.0232945066069661,0.0208842677418815,-0.7202265088032613,-1.2750595667032207
4970,SIGNET JEWELERS LTD,external,,,7400585.0,0.0,0.0592182546706789,0.0709175785868016,-0.8974874504715288,-1.4566188570624088
8386,EXPEDIA GROUP INC,internal,13089562.0,0.0,,,0.0257074360659125,0.0152300712896954,-0.0820119550766416,-0.8607592875855599
3713,UNITEDHEALTH GROUP INC,internal,18107356.0,0.0,17765612.0,0.0,0.0651100811123986,0.0571370409575767,2.005099343933455,1.1624001003503506
7059,DOLLAR TREE INC,internal,7734904.0,1.0,,,0.0376826906145448,0.0548711794670846,0.3284320913503502,-0.3668789718283594
1289,EQUIFAX INC,external,,,,,0.0816172386982117,0.0675754140514834,0.7406289129576302,-0.012220758735592
3916,WHIRLPOOL CORP,internal,11836275.0,0.0,,,0.0324967503249675,0.0463634939696131,,
8791,SEAGATE TECHNOLOGY PLC,internal,9332073.0,0.0,10420845.0,0.0,0.159471813103098,0.0267587397496763,0.5638666370664898,-0.1934704023739697
4608,DENTSPLY SIRONA INC,external,11338542.0,0.0,,,0.0733380272093393,0.0414381415971854,-0.1160498635088443,-0.8319915385513094
3963,WEC ENERGY GROUP INC,external,,,,,,,1.2103598767102817,0.4585432165864311
8611,MONDELEZ INTERNATIONAL INC,external,,,16742076.0,0.0,0.0327088107112369,0.0265827724124475,0.4332349905512767,-0.2877919616476065
9053,CHIPOTLE MEXICAN GRILL INC,external,,,13837891.0,1.0,0.1634360415490854,0.011212831648166,1.239271965775342,0.4904098417878417
7139,DISH NETWORK CORP,internal,5320917.0,0.0,1656833.0,0.0,,,,
1397,M & T BANK CORP,internal,,,3501407.0,99.0,0.0086836417834189,0.0110892599017684,,
618,CSX CORP,external,13770601.0,0.0,9209561.0,1.0,0.0554612174413584,0.0479588125017487,2.7034054030992687,1.9180485170176995
8041,L3 TECHNOLOGIES INC,internal,,,,,0.0484954718083552,0.0598398651495996,,
3175,SCANA CORP,internal,,,,,,,,
3202,SEALED AIR CORP,external,,,,,0.0348548278190411,0.092115978258811,,
767,CHEVRON CORP,internal,,,24781568.0,0.0,0.0176370165873314,-0.001958188537702,0.1788389949203763,-0.6873828232568102
2629,NORTHERN TRUST CORP,internal,,,11850683.0,0.0,0.0083409279346567,0.008331524471281,0.1653799606065322,-0.7008418575706543
3464,SYSCO CORP,internal,,,15100280.0,0.0,,,1.079392685971428,0.2131708677942414
660,CARDINAL HEALTH INC,internal,8423580.0,0.0,10985177.0,0.0,0.0403092031053015,0.0418205263466385,-0.2825951217933454,-1.148816939970532
5921,PERRIGO CO PLC,external,,,8322228.0,0.0,,0.0102848101265822,-0.673522958647014,-1.6775595309869828
8517,EQUINIX INC,internal,16575596.0,0.0,12681869.0,0.0,0.0148928041536848,0.0115083312430679,1.6433928329024128,0.6241245488444589
5487,XILINX INC,internal,,,,,0.116203624403337,0.0900698225008289,,
6308,HEWLETT PACKARD ENTERPRISE,internal,13714497.0,0.0,35564351.0,1.0,0.0309058257669944,0.006198980051538,,
146,AMERICAN EXPRESS CO,internal,23796002.0,0.0,18611373.0,0.0,0.0320683229813664,0.0151823204419889,1.3048551957123251,0.3589445964897086
8761,WYNN RESORTS LTD,internal,,,34522695.0,0.0,0.0186716733152254,0.0589178660749917,1.1967519190240457,0.0996620747337755
1186,DUN & BRADSTREET CORP,external,,,,,,,,
1296,EQT CORP,internal,,,,,0.0060940148704523,0.0728007314583455,-0.4380714176432789,-1.4068599349334492
8731,TRANSDIGM GROUP INC,internal,13135200.0,0.0,61023102.0,0.0,0.0416931242778831,0.0489353240308008,2.531277981116413,1.5919163217168315
479,BLOCK H & R INC,external,8504020.0,0.0,,,0.1663595255029019,0.1301979115229187,0.1708321581695411,-0.8511169328804133
2132,LENNAR CORP,internal,18250329.0,99.0,19127533.0,0.0,0.055681091499024,0.0432370514772072,1.3502174716063655,0.3480104342621049
2271,MATTEL INC,external,,,,,0.0568875452470466,-0.2013237308439404,-0.2960656258431416,-1.298083226331867
2834,PENTAIR PLC,internal,,,,,-0.0064562470951113,0.0771974935427452,0.8074100330415994,-0.2013868321881216
980,COOPER COMPANIES INC,internal,7724746.0,0.0,6557113.0,0.0,0.0456022408963585,0.0767489246094634,1.63931817301176,0.6305213077820389
1140,DOVER CORP,external,3331689.0,2.0,9953366.0,0.0,0.0859855450642453,0.0970221393820127,2.173497206642859,1.164700341413138
2768,SEMPRA ENERGY,internal,19806346.0,0.0,18025736.0,0.0,0.032782503037667,0.0068775518293891,0.1992459034195728,-0.8095509618101482
6461,O'REILLY AUTOMOTIVE INC,internal,,,,,0.1292603511651346,0.1420666553144056,1.1004526410198645,0.0444849051669145
4001,XEROX CORP,external,13137434.0,0.0,,,,0.0131101250504235,,
6102,KOHL'S CORP,internal,8983392.0,0.0,11339206.0,0.0,0.0495800795638721,0.0688908493062795,1.0930383682992375,0.0734268815712972
2875,ALTRIA GROUP INC,internal,15417616.0,0.0,,,0.1141034572846817,0.1843163418020519,0.0479572030882684,-0.9856837612004952
650,CAMPBELL SOUP CO,external,6895774.0,0.0,,,0.0849814980222023,0.0610503131667699,-0.0961045808536422,-1.1120108081904696
7922,AFFILIATED MANAGERS GRP INC,internal,,,,,,,,
2400,3M CO,internal,3380000.0,99.0,20494285.0,99.0,0.1469756409086762,0.127885855687472,0.394553257281288,-0.6070567243255676
3562,TEXAS INSTRUMENTS INC,internal,16546722.0,2.0,16546722.0,0.0,0.1817296573549996,0.2148567427204294,2.5448060063069478,1.5431960247000918
1857,INTEL CORP,internal,,,,,0.1007703371659004,0.0750295007150504,0.9601282184789572,-0.0623669878841033
1380,REGIONS FINANCIAL CORP,internal,,,,,0.0084307125619204,0.0100486919992362,,
2195,LOWE'S COMPANIES INC,external,11621369.0,0.0,11208658.0,0.0,0.0739944199023482,0.0998898806073953,1.7004163834961985,0.6165114054028673
3563,TEXAS INSTRUMENTS INC,internal,18633807.0,0.0,11057011.0,0.0,0.1817296573549996,0.2148567427204294,2.25604566058021,1.2591005591834676
420,VERIZON COMMUNICATIONS INC,internal,18095355.0,99.0,17937581.0,0.0,0.0732205749856663,0.1136620234188854,0.2778350158821496,-0.7468464842166498
6589,BORGWARNER INC,internal,13947029.0,0.0,14085523.0,0.0,0.062667607621736,0.044953003677973,0.6028562071930126,-0.4218252929057868
9962,SMITH (A.O.),internal,,,,,0.1075992697398448,0.0927315944204666,0.6326869508619233,-0.4513210551273861
5971,ROPER TECHNOLOGIES INC,internal,18812414.0,0.0,29158675.0,0.0,0.0684541713441639,0.0678801933446956,1.7539081673126633,0.669900161323354
3660,TYSON FOODS INC -CL A,internal,,,,,0.0531150681353128,0.0632081522126416,0.1938400609804356,-0.7927852210468143
9177,DISCOVER FINANCIAL SVCS,internal,,,,,,,,
8120,GOLDMAN SACHS GROUP INC,internal,24657737.0,0.0,21995266.0,0.0,0.007061800915956,0.0045997192518534,0.3268610805916161,-0.6891671155500538
1525,GENERAL ELECTRIC CO,external,,,,,-0.0124241742061488,-0.0272734286596029,-0.5105027461996305,-1.5265309423413005
2847,PEPSICO INC,internal,16870817.0,0.0,10160310.0,0.0,0.074186964212818,0.0625515145270966,0.6163075644355522,-0.3997206317061177
9534,PERRIGO CO PLC,external,10809791.0,0.0,5799896.0,1.0,,0.0102848101265822,-0.4645010010805483,-1.4940897637012118
6959,REALTY INCOME CORP,internal,7514361.0,0.0,10043345.0,0.0,0.0215744532125343,0.020890426600521,0.382534011987631,-0.7201559090974854
4142,COTY INC,external,,,,,0.0330462220706123,-0.0186564855812144,-0.3265861611238556,-1.4903650185813524
8615,PRUDENTIAL FINANCIAL INC,internal,,,,,0.0071967773948227,0.0096469294963181,0.2577408653019175,-0.8019921787429627
6819,MACERICH CO,internal,9355527.0,1.0,,,,,-0.6169097647564875,-1.6766428088013678
8010,NIELSEN HOLDINGS PLC,external,,,,,,,,
2103,LAM RESEARCH CORP,internal,,,11158881.0,0.0,0.05345402494962,0.1360443922414062,6.015413616409129,4.956897867765534
544,BROWN FORMAN CORP,internal,,,,,0.163519005498446,0.1344453376205787,1.1976880371902396,0.0867319373674875
3371,STATE STREET CORP,internal,13352256.0,0.0,,,0.0081582872541182,0.0088145349883072,0.4524396977514766,-0.6585164020712755
5944,GILEAD SCIENCES INC,external,,,,,0.3178124506379767,0.0726815861798194,0.1835027090339378,-0.9274533907888144
2633,NORTHROP GRUMMAN CORP,internal,20307994.0,0.0,18869057.0,0.0,0.0776918872491606,0.0761957878522295,0.7738652771755057,-0.3370908226472464
5482,HCA HEALTHCARE INC,internal,,,17268724.0,0.0,0.0650195455655998,0.0605580302243598,2.60233623807134,1.491380138248588
6585,EQUITY RESIDENTIAL,internal,,,,,0.0420263610944048,0.0295894780719369,0.6680061609286794,-0.4429499388940727
2860,PFIZER INC,internal,18230000.0,1597981.0,,,0.0419972409297019,0.1336578389431822,1.2773950749138754,0.1664389750911232
3906,WEYERHAEUSER CO,internal,,,,,0.0568691511157871,0.0337410864397936,0.6244745675423473,-0.4864815322804048
2068,KIMBERLY-CLARK CORP,internal,12028120.0,0.0,13010083.0,0.0,0.148335844404876,0.1503531120058082,0.467171831900957,-0.6437842679217951
3393,PUBLIC STORAGE,internal,4289200.0,0.0,9182000.0,0.0,0.1354319040944416,0.1319712086176494,,
6396,INTUIT INC,internal,,,,,0.2406588003933136,0.1918582002337358,4.839161029967113,3.728204930144361
9163,BROADRIDGE FINANCIAL SOLUTNS,internal,9149408.0,0.0,,,,0.1294822525493993,2.013457923998767,0.902501824176015
8619,ACCENTURE PLC,internal,,,,,0.1812213280892944,0.1362847718755497,2.4856854255059693,1.4272913843064703
2762,PG&E CORP,external,6174215.0,0.0,9289842.0,0.0,,,,
3964,WEC ENERGY GROUP INC,internal,,,,,,,0.9756379428526682,-0.0188521721591925
6468,HOWMET AEROSPACE INC,external,,,,,,,,
4736,PIONEER NATURAL RESOURCES CO,external,,,11936791.0,0.0,-0.0327001117449861,0.0512363788767812,,
654,CONSTELLATION BRANDS -CL A,internal,,,10843537.0,0.0,0.082172192835333,0.0787985563518806,0.4489720867396871,-0.3483283005088673
8067,COGNIZANT TECH SOLUTIONS,external,,,12478392.0,1.0,0.1020300900072268,0.1296593433720069,0.6282729542999779,-0.2891824413564905
2311,MCKESSON CORP,internal,15435470.0,0.0,,,0.0370352146172645,0.0011228046655047,1.1775355724361098,0.2600801767796414
7240,DAVITA INC,internal,73432365.0,0.0,,,0.046371305206093,0.0092074618600905,0.5910538614476366,-0.1389960230411495
861,COLGATE-PALMOLIVE CO,internal,14364118.0,0.0,11551328.0,0.0,0.2013528004619318,0.1973521914316257,0.2722865713636659,-0.4577633131251202
8463,METLIFE INC,internal,,,,,0.0011807326654553,0.0069186441456224,-0.0077628814402914,-0.7378127659290776
1445,FLUOR CORP,internal,11236632.0,0.0,12673601.0,0.0,0.0301683417505638,0.0217742496288908,-0.4805180164310979,-1.2105679009198842
8927,CELANESE CORP,external,7067446.0,0.0,,,0.0943594044873139,0.1273744195863233,0.8593684364289598,0.1293185519401736
7882,C H ROBINSON WORLDWIDE INC,internal,,,,,0.1392130394673403,0.1500888103478962,0.678913216114001,-0.0395890824535405
6121,BED BATH & BEYOND INC,external,,,,,,,,
7923,AFFILIATED MANAGERS GRP INC,internal,,,,,,,,
8628,ALLIANCE DATA SYSTEMS CORP,internal,,,,,,,,
444,BEST BUY CO INC,internal,11440663.0,0.0,,,0.0663510614690435,0.1134795752267266,0.4503726212179249,-0.1553227508337764
1691,KRAFT HEINZ CO,external,,,1149136.0,0.0,0.0297322772146247,-0.1004632824051256,-0.4580627889923604,-1.061846149289829
2570,NEWELL BRANDS INC,external,2536217.0,0.0,15547207.0,0.0,0.015928535860331,-0.4438051400076716,-0.5405031501468884,-1.1062694459780853
2754,PACCAR INC,internal,8309718.0,0.0,13756112.0,1.0,0.0252775099448129,0.0861418076790255,0.517261573400204,-0.0447440385672921
7155,WABTEC CORP,external,,,,,0.0463282428341633,0.0155667697765015,-0.0846071456653327,-0.6594586541999172
1083,DTE ENERGY CO,internal,,,,,0.0270902905652133,0.0308641975308641,-0.223326450951935,-0.7981779594865195
1298,EQT CORP,external,,,,,,,,
7528,E TRADE FINANCIAL CORP,internal,,,,,,,,
8539,TAPESTRY INC,external,12548591.0,99.0,,,0.0941198111472193,0.0595211356183459,-0.0434206024425004,-0.6400436078518662
921,DXC TECHNOLOGY COMPANY,external,,,32185309.0,0.0,0.0324457083764219,0.059207411915872,-0.6213872025908331,-1.2678695250640186
8116,EBAY INC,external,34835839.0,0.0,18172166.0,0.0,0.2796120988224428,0.1392098602399031,0.0668866347958303,-0.4123817119083943
986,MOLSON COORS BREWING CO,internal,6940645.0,0.0,,,0.0526963093738531,0.038687031788162,-0.2409212165973983,-0.6957404385617961
1278,ATMOS ENERGY CORP,internal,9826659.0,0.0,,,0.0325690379433794,0.0451137932641557,0.3880675327464986,-0.0296666795671805
2576,NEWMONT MINING CORP,internal,12202285.0,0.0,11393772.0,0.0,-0.0298514546058563,0.0164615013275404,,
4881,LABORATORY CP OF AMER HLDGS,external,14735561.0,0.0,,,0.0426917771246926,0.0489682152673109,0.4675062367988796,-0.0360234906017877
2301,MCDONALD'S CORP,internal,10847032.0,0.0,15876116.0,0.0,0.151060956230519,0.1805572487443312,0.8452721975855344,0.3502889703266993
5719,IDEXX LABS INC,internal,,,,,0.1295919963394762,0.2057496009495354,1.258728838659967,0.7637456114011323
1716,HP INC,internal,12479815.0,0.0,19215534.0,0.0,0.0758362956886336,0.1591717213971972,0.4937253166339967,-0.0012579106248382
1068,DEERE & CO,internal,15588384.0,0.0,18525667.0,0.0,0.026311336717428,0.0337764591772693,2.146087343470492,1.6909113317086102
1504,GAP INC,internal,,,,,,,,
8629,ALLIANCE DATA SYSTEMS CORP,external,,,,,,,,
8883,ALPHABET INC,internal,7425547.0,0.0,1881066.0,0.0,0.0987252591297296,0.1113990482369187,,
